App name,No.,Time,Source,Destination,Protocol,Length
Chrome,1,0,172.30.1.1,172.30.1.250,DNS,108
Chrome,2,0.009227,172.30.1.1,172.30.1.250,DNS,108
Chrome,3,0.011591,172.30.1.1,172.30.1.250,DNS,108
Chrome,4,0.013467,172.30.1.1,172.30.1.250,DNS,108
Chrome,5,2.088402,172.30.1.1,172.30.1.250,DNS,108
Chrome,6,2.092372,172.30.1.1,172.30.1.250,DNS,108
Chrome,7,2.213794,172.30.1.250,172.30.1.1,DNS,124
Chrome,8,2.214066,172.30.1.250,172.30.1.1,DNS,132
Chrome,9,2.216399,172.30.1.1,172.30.1.250,TCP,108
Chrome,10,2.217478,172.30.1.1,172.30.1.250,TCP,108
Chrome,11,2.273576,172.30.1.250,172.30.1.1,TCP,96
Chrome,12,2.273807,172.30.1.1,172.30.1.250,TCP,88
Chrome,13,2.275224,172.30.1.1,172.30.1.250,TLSv1.3,604
Chrome,14,2.275604,172.30.1.250,172.30.1.1,TCP,88
Chrome,15,2.280244,172.30.1.250,172.30.1.1,TCP,96
Chrome,16,2.280983,172.30.1.1,172.30.1.250,TCP,88
Chrome,17,2.2812,172.30.1.1,172.30.1.250,TLSv1.3,604
Chrome,18,2.281381,172.30.1.250,172.30.1.1,TCP,88
Chrome,19,2.491359,172.30.1.250,172.30.1.1,TLSv1.3,4536
Chrome,20,2.492004,172.30.1.1,172.30.1.250,TCP,88
Chrome,21,2.502571,172.30.1.1,172.30.1.250,TLSv1.3,160
Chrome,22,2.50293,172.30.1.250,172.30.1.1,TCP,88
Chrome,23,2.503064,172.30.1.1,172.30.1.250,TLSv1.3,184
Chrome,24,2.503159,172.30.1.250,172.30.1.1,TCP,88
Chrome,25,2.503209,172.30.1.1,172.30.1.250,TLSv1.3,1948
Chrome,26,2.503245,172.30.1.1,172.30.1.250,TLSv1.3,172
Chrome,27,2.503376,172.30.1.250,172.30.1.1,TCP,88
Chrome,28,2.5159,172.30.1.250,172.30.1.1,TLSv1.3,2700
Chrome,29,2.516106,172.30.1.1,172.30.1.250,TCP,88
Chrome,30,2.516121,172.30.1.250,172.30.1.1,TLSv1.3,1928
Chrome,31,2.516158,172.30.1.1,172.30.1.250,TCP,88
Chrome,32,2.517192,172.30.1.1,172.30.1.250,TLSv1.3,160
Chrome,33,2.517284,172.30.1.250,172.30.1.1,TCP,88
Chrome,34,2.556935,172.30.1.250,172.30.1.1,TLSv1.3,1076
Chrome,35,2.557251,172.30.1.1,172.30.1.250,TLSv1.3,120
Chrome,36,2.557319,172.30.1.250,172.30.1.1,TCP,88
Chrome,37,2.638866,172.30.1.250,172.30.1.1,TLSv1.3,2700
Chrome,38,2.642604,172.30.1.1,172.30.1.250,TLSv1.3,128
Chrome,39,2.642819,172.30.1.250,172.30.1.1,TCP,88
Chrome,40,2.696602,172.30.1.250,172.30.1.1,TLSv1.3,2148
Chrome,41,2.696961,172.30.1.250,172.30.1.1,TLSv1.3,908
Chrome,42,2.698121,172.30.1.1,172.30.1.250,TCP,88
Chrome,43,3.038383,172.30.1.1,172.30.1.250,DNS,108
Chrome,44,3.041767,172.30.1.1,172.30.1.250,DNS,108
